filename,chroma_stft,spectral_centroidzero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
rock.00000.wav,0.4042931833005811,2101.8729831446535,0.0924366138599537,-45.44479251402052,110.64561959572418,-20.10887850074883,44.879454865206284,-11.813406359212685,31.13751303545271,-15.830953907059346,17.058332074422555,-18.722557383644673,14.951462577293329,-13.549520318125232,11.385465914996779,-14.108391712374264,4.303096216334741,-11.428056737131564,3.497977096077717,-11.571675659211776,1.5781552958367564,-2.186470786398255,3.2936070389165906,rock
rock.00001.wav,0.36255523083799057,1424.1450223527688,0.05721254701967592,-93.12701556054213,145.3295773238119,-39.48765758867615,50.51384077502561,-9.55203065342146,29.697691084190684,-4.790452710700697,10.884590573038043,-3.728829130872331,5.799534003532021,-2.13551583645422,13.26754576667738,-0.39926797911725675,6.53538151014757,-0.22492660793838687,3.3946090857173745,-6.7805943736665295,-0.5644122195152074,-0.9360620154444277,-6.947865494297093,rock
rock.00002.wav,0.41946033269099314,1946.9034564772971,0.09696903935185185,-86.89536417972626,122.73674424576126,-39.541749500828956,40.748508456000934,-16.67425498999579,15.20257081502619,-12.812652422934097,23.359423958800946,-11.68318226808634,14.13588033739704,-5.019390328644715,11.14279132773816,-5.090947087336007,5.812723824333495,-1.6630867478015405,7.226007910715899,-1.7522670326649277,-1.1150980981632064,-1.1054013915618874,-0.26152632748184057,rock
rock.00003.wav,0.3775597594485193,1356.032438642478,0.041942455150462965,-166.08186846642874,133.97674763165136,4.903085481771143,35.04341440427725,1.7060731128496702,29.225051747630552,1.7822197717676531,22.636663510069656,-12.158112300359507,13.754803477062174,-7.037403221461232,8.449010345896244,-2.534212620847493,4.412836305908956,-2.436127770767738,4.084013242319237,-0.08188243756644462,-0.6913223200404329,-1.038651391354819,1.8331476577631756,rock
rock.00004.wav,0.4213648942771032,1200.0654633289741,0.03452103226273148,-166.41643923150713,144.0116480434957,12.16219023593819,48.867800002381486,-2.400623517231804,35.43785625150477,-3.2497081585372305,16.44495918402172,-9.031370325150492,8.340608403375839,-5.8456390954908395,14.433083129167757,-5.307704158289175,2.088791522199632,-6.087687348815938,3.6154568699733116,-4.235181575982483,-3.299574963610922,-3.876021999167733,-2.5441732244527455,rock
rock.00005.wav,0.2588532831178134,1721.3929062731831,0.0802951388888889,-60.90788353608144,132.36746408118373,-49.96265258912537,27.699463668193456,-12.17263831959074,26.34711780392786,-35.830976444212425,22.94099833956777,-21.005190393364416,6.924758729123407,-8.960579216308494,5.433226840483328,-1.1646895842553768,4.66777405575207,-6.017296402491131,-0.12376032111422075,-2.9223435605115533,-7.3612744450865835,-7.0286805673875685,-8.596766643565758,rock
rock.00006.wav,0.34283412008606146,1675.3470943781247,0.07805944372106481,-111.41075143248955,139.78990452530218,-39.86125457878299,48.80432257075913,-10.745714276773631,14.776237961240962,-13.13314983131646,16.301674639140057,-16.36814939323844,1.8660198345095766,-10.731761578186202,-0.26901337520458746,-13.16716288979107,0.6781450336923635,-1.7504469969728556,-3.216736379678233,-9.281520138516752,-2.5005472153579693,-0.02497451049657273,-3.171600833831837,rock
rock.00007.wav,0.36957532525596837,1135.1461509550395,0.03710485387731482,-176.77172262359184,153.73194704682186,-7.1408505577237635,43.33261861840684,0.9580390827715606,19.83107176554002,-10.603266191825249,16.47657097769908,-10.125966040978913,6.19950375209745,-10.750047204102366,5.470740123569992,-5.168803054939066,4.775416227329542,-4.801396063896762,-2.4826669660398673,-5.009179297751728,-3.510711824204796,-1.2903738104280034,-2.986349348446418,rock
rock.00008.wav,0.4861203315580041,1765.4437512470677,0.08669478804976852,-0.3294859218875649,138.85399844387535,-43.38861648670255,27.358885571823816,-19.911070968889117,33.94253312516377,-21.37713173720149,19.07871059116355,-20.84042445318903,16.917422061095184,-9.94501323720708,12.950569059645794,-8.02626389450707,9.34210643132802,-6.031828541912649,3.4995430587467125,-8.648311972882532,3.6935097281842384,-5.090406438343904,-4.174011451543024,rock
rock.00009.wav,0.3773315002598229,1175.9370059160208,0.040529604311342594,-195.01506170429468,150.42409983213562,-2.6912627366576807,24.945890226090537,-2.9509951290758436,22.60004894425254,-2.421399920417397,10.892930973923356,-8.824617898628034,1.5452875371013837,-5.676898585714862,5.523220024882074,-3.7276834375397536,0.24243798089658142,-7.685566019358608,-7.28322592148051,-11.426543933124158,-5.817899721650302,2.350026924074947,3.847680406886388,rock
rock.00010.wav,0.4099392917976804,1703.9374220301747,0.06465431495949074,-135.39910389332272,121.39250270982903,2.9122028909357405,52.63329921893047,-2.6050819694019642,21.036211585021917,-15.880463592879234,22.226866478787045,-6.4615114248813414,13.188351896327807,-17.7410861551807,10.35985445248897,-7.162580015980527,3.5237566491044667,-6.4827823017140425,0.49780362658463667,-6.965888572060742,-7.177235273884924,-1.0961827946063354,-1.912143125446315,rock
rock.00011.wav,0.35775810863324337,1854.3811534078313,0.07899983723958333,-156.2453377908254,117.39579877410506,-0.9753442621006078,44.87753009489737,-3.161977573442201,23.159263345477807,-10.469059034880534,23.867950580911693,-10.290080628675272,16.715764265868987,-16.602730111247897,8.113503229689773,-16.272355882174423,3.644085148853742,-13.431655167436837,-2.246191478431923,-4.971416916462594,1.0952912618189246,2.3446314453546573,-2.503713779788957,rock
rock.00012.wav,0.34749413183067823,1944.8338185831597,0.06587501808449074,-207.1089980174007,106.72562949839038,-13.496108854085628,47.94835511410334,1.3646431455538588,24.1691609640591,-9.462436070595027,24.633092833739397,-4.677782979040304,11.34849375094265,-12.277671761538754,5.195476630074077,-7.276391348949418,6.317742048085749,-13.189947790340156,2.7716262761665464,-11.63955587775198,-8.21834132471324,-10.771350747834228,-0.33259480905602234,rock
