filename,chroma_stft,spectral_centroid,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
rock.00000.au,0.4042931833005811,2101.8729831446535,0.0924366138599537,-45.44479251402052,110.64561959572418,-20.10887850074883,44.879454865206284,-11.813406359212685,31.13751303545271,-15.830953907059348,17.05833207442256,-18.722557383644673,14.951462577293329,-13.549520318125232,11.385465914996779,-14.108391712374264,4.30309621633474,-11.428056737131564,3.497977096077717,-11.571675659211776,1.578155295836755,-2.186470786398255,3.2936070389165915,rock
rock.00001.au,0.36255523083799057,1424.1450223527684,0.05721254701967592,-93.12701556054213,145.32957732381186,-39.48765758867615,50.51384077502561,-9.55203065342146,29.697691084190684,-4.790452710700697,10.884590573038045,-3.728829130872331,5.799534003532021,-2.13551583645422,13.267545766677378,-0.3992679791172567,6.535381510147568,-0.22492660793838687,3.394609085717374,-6.7805943736665295,-0.5644122195152094,-0.9360620154444275,-6.947865494297092,rock
rock.00002.au,0.41946033269099314,1946.9034564772971,0.09696903935185185,-86.89536417972626,122.73674424576126,-39.541749500828956,40.748508456000934,-16.67425498999579,15.20257081502619,-12.812652422934095,23.35942395880095,-11.68318226808634,14.135880337397042,-5.019390328644715,11.142791327738157,-5.090947087336007,5.812723824333495,-1.6630867478015412,7.226007910715899,-1.7522670326649277,-1.1150980981632073,-1.1054013915618872,-0.26152632748184007,rock
pop.00000.au,0.3059747691062196,3691.9550241471024,0.13139512803819445,-132.44666287570791,53.79794108861387,34.36314385806778,16.277474890935668,17.867888867646943,-1.1229906349199394,10.940838697483327,-11.515897659913962,5.079820503563298,-0.15512037638009307,-7.529982964550323,-5.909933392580006,-7.592518925420422,-4.508034538008819,-3.5812394537799213,4.081623239538244,4.171740406555448,9.233123087308549,13.808804878676176,-0.10740818633863009,pop
pop.00001.au,0.43952399587936486,3882.2859599182902,0.1354347511574074,-98.29453367079006,36.278594085566624,48.34688863157687,18.699997626898547,24.695883220699283,7.376334914610253,12.460329605703434,7.8648374856689784,6.586732414822418,8.102343083479212,-3.6128451647053037,3.144388788224959,-0.35988978491059137,-0.7445303477858118,0.2158826114947932,-2.0327322959550096,4.6303042671394525,3.5469280104808854,5.172284463317221,5.658770200958735,pop
pop.00002.au,0.44784005293833007,3095.337514587634,0.10607005931712964,-78.87554121278029,65.15529202183667,40.70682582203534,21.504672061241475,9.464382429739029,12.092988687172966,9.434348802856988,5.147637649804385,7.415732290815487,6.798956042456395,2.896758210924927,3.4216193233616883,1.1438400981630439,2.3252183937043007,0.5925362817957636,0.7768572113617316,-1.4782771578536629,2.337080978731586,-0.7056101565540126,-0.7645604980555594,pop
disco.00000.au,0.4751161646157538,2878.4877248709186,0.1569507740162037,-121.48640854294656,72.6365695941867,15.985204743994007,17.14824658439382,3.0792112102121556,16.281270680874766,-5.091181196778875,2.7916939099419067,2.118759224148272,-0.4370112660769636,-2.5489900893840702,-3.9974364882752007,-1.7963517049936157,1.341669502237414,-2.0554577607010796,-1.0398298640560797,-5.389768967214759,0.3314559111475185,-6.069341679978176,-2.354283177242892,disco
disco.00001.au,0.44055037474922476,3043.0345619942664,0.1627491138599537,-27.417184498956882,61.66805561532902,-12.540616236731935,17.655332052397988,11.10484841405936,23.633301488792725,7.118109605434385,8.737392702162031,-0.4196146285781784,10.204911702831248,-1.0201453873628272,2.074454319449384,-0.607637218830031,1.3779405691500857,-4.200873090102959,-3.5498926786719323,-5.694651733080628,-1.5133558986678126,-5.318649321887144,-0.3433123028241546,disco
disco.00002.au,0.4162668175460642,3729.332615974907,0.1701954029224537,-49.5343706180972,55.543741698381446,21.729187626387915,10.320203823436296,19.43439135681147,0.6872393325829612,-3.263900201147439,1.2398659817222561,-3.929747154365838,3.261153549870401,2.3476833293428236,-3.427721358233243,-0.28060654685806513,0.4525504907461761,-3.134726217510033,-2.158005367053997,-1.5588766975409594,-4.566875409896179,-5.145236703565974,-2.082112034712388,disco
blues.00000.au,0.33459249215419645,1778.396170947293,0.0839527271412037,-119.049612844565,124.3745183867707,-22.895319632587196,42.13384217571392,-7.052344958189589,20.022586754004806,-16.100138122467385,17.927587615118913,-12.58575780489375,12.421998395852825,-9.123081786396094,9.024045397643757,-5.630365636872578,7.129667588112892,-8.72794173170328,-2.056633470910415,-3.9538634034494073,0.6971841099817192,-2.8580199853126116,2.81802576474883,blues
blues.00001.au,0.36934893273959607,1437.2097594814404,0.04531295211226852,-231.15812408739404,117.47025747444435,13.82862656748047,40.75634479478645,6.619224616823813,23.242310445806023,-7.108422441086552,25.853500682200856,-7.422364516596502,11.777145353921506,-1.5123673657714571,10.808446320747638,-1.1850063029726654,8.139083858262389,-2.314997450413232,2.7752535343176903,-1.5230463614071241,-1.0128332795050339,-0.2862820341874752,-0.8623423571058035,blues
blues.00002.au,0.3714518234900572,1550.0396252950288,0.0724803783275463,-106.46272113843521,138.27621268819001,-25.122700071255146,32.98384964065144,-17.030325401053144,26.025102021271692,-14.36682028504414,9.45951842274092,-12.116852740662113,6.039860366965468,-13.880752689572473,4.902094574172242,-9.085711817845938,-2.8488569414583944,-9.509949396904656,2.2795113206719413,-7.168528207915712,-1.9384208295806031,-2.3435589311600173,-3.558753239414593,blues
classical.00000.au,0.24303615447612986,1591.7835459285766,0.10854085286458333,-267.9587771845106,134.98906564555256,-41.90778957994786,30.35656256080378,-14.214734475431815,27.037564014568552,-17.308754482039156,6.675945853743736,-14.130140399608662,20.855637472942544,-1.088770377046236,15.119581378890185,-13.609239994838381,-7.65056400238224,-1.716345256382491,9.90598157194002,-1.3288750316664901,4.999021459304429,-0.6936058452016188,2.152430888984052,classical
classical.00001.au,0.27608716635226016,1319.5388165530928,0.06882505063657407,-313.77615398658423,144.38642901184554,-23.38679727596829,39.984284710740134,-14.375724592116976,8.661350904498727,-17.397346230739316,10.66274677640859,-11.405872425654382,5.325403453558561,-10.912423057225945,3.43726225834621,-3.5880376084290497,1.387250531019661,-0.024445205929276972,4.9898505050396,-2.2893748500137416,-4.152268868321934,1.1182072896803992,4.367888581480469,classical
